epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.36333681446941274,0.5226037668627362,0.8718244245855717,0.8693100282946562,0.8271025564705493,0.9499814187937979,0.884293675505109,0.9528767109981577
2,0.22189773922066075,0.38788932977720747,0.9292865494327296,0.9292042935174702,0.9310623590182164,0.9318433759424344,0.9314527037609743,0.9816153943993203
3,0.16795446791309193,0.3592679223348928,0.933926161812602,0.9337323243808608,0.9324395614333678,0.9399513659877193,0.9361803954876536,0.983180449271696
4,0.1510622427408362,0.3536788363789403,0.9390234030482912,0.9385921116284648,0.9309014022803298,0.9524295797608564,0.9415424477451273,0.9847653392576858
5,0.1245442982222175,0.30026888292889264,0.9478505479469046,0.948099255621349,0.9579511931418294,0.9401197680609641,0.9489517219519801,0.9884752777754627
6,0.09147210034141198,0.33074762654858963,0.9516150512237491,0.9517429045708451,0.9580581651815374,0.947640883211896,0.9528210517672094,0.9894815945474972
7,0.07485589616933665,0.27842827730400616,0.9535072584114599,0.9538865418165366,0.967242983635147,0.9417176884852867,0.9543096828084231,0.991423294348124
8,0.06498253640774536,0.26700678537058276,0.9570308700366691,0.9570178550159647,0.9591508491001619,0.9574354263516324,0.9582923700392962,0.9920124386827186
9,0.056661788925204,0.2922780236532522,0.9578896585670928,0.958065824475828,0.9654448339882418,0.9524137524983334,0.958885022751711,0.9904713815518571
10,0.05262702448418644,0.32743159005808276,0.9575201608033378,0.9576206290747369,0.9628839745763849,0.9543972250377164,0.9586218167204208,0.9893021335345951
