epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.48316378291094586,0.46370000617448676,0.9129953538593911,0.9121342595264662,0.896485811709371,0.9397614388374432,0.9176136776335209,0.9742222114879188
2,0.1911989856247677,0.3572459109993868,0.9291621866694869,0.9295841530162612,0.94487880978455,0.9160458686729727,0.9302389721836661,0.980889898002231
3,0.147536021537281,0.34092051483864005,0.943838951200835,0.9437628520887473,0.9449421273684723,0.9462044008653081,0.9455728428554075,0.9854228840194317
4,0.11108631333386941,0.2606926629709643,0.9591783309799068,0.959503575265636,0.9711002729127165,0.9490685022914711,0.9599579927447836,0.9885005818735757
5,0.08249456943528298,0.260777939197629,0.9620817608461629,0.9618712887129144,0.9582819741951647,0.9686240347743951,0.9634252506097786,0.9895429356991384
6,0.06413734476073575,0.2127823496973792,0.970108871275727,0.970652805852346,0.9884105808101696,0.9532013170814781,0.9704867058845141,0.9919855728592724
7,0.04846574947788987,0.19185975540515987,0.9727844659484309,0.9732040025291089,0.9871131956422794,0.9597436743179875,0.9732360503449095,0.9917992059902528
8,0.0408141712620922,0.1971204447191815,0.9722968072390226,0.9724617885908454,0.9788474069764537,0.9671685597127795,0.9729729385464898,0.9918116660339089
9,0.038144974177872285,0.20387081767237464,0.9729574640180336,0.9733040912520483,0.9850194402478916,0.9621829720180329,0.973467294969457,0.9905353503768566
10,0.03458073752900136,0.21203127572702807,0.9731356846708695,0.9732638635089607,0.9785381113921559,0.9691513991616616,0.97382213607451,0.9911644211439607
