epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.3024485810916019,0.40343041922631767,0.9274487574769761,0.926497709247529,0.9084931445483514,0.9557340786406098,0.931515051015022,0.9815187600399286
2,0.1617520749673408,0.27737790186520656,0.9491775571621023,0.9487948969992546,0.9421309581661448,0.960558331835295,0.9512554112771354,0.9915577574664884
3,0.12905350699139334,0.23175214022992344,0.9595280242470571,0.9596991263449419,0.9667436526946799,0.9544392415327901,0.9605520446876319,0.9942448935728689
4,0.1097737594298942,0.2557795945735399,0.9615702823647814,0.961430948358489,0.9600819399077956,0.9657142437275904,0.9628898555238972,0.9906879749759787
5,0.1498954378423641,0.25324821798210473,0.9656361588908994,0.9659666553639605,0.9771316963042646,0.9558067952534548,0.9663516136330844,0.9947277023586538
6,0.07843473420574139,0.1869071764823718,0.9705249295320884,0.970607568547706,0.9746683596517689,0.9680671455575027,0.9713565374836372,0.9953290784562537
7,0.06445029548727399,0.21253429097667378,0.9703021686549678,0.97001877478389,0.9642802269460278,0.9787306441108348,0.9714517007399781,0.9935699477405766
8,0.056064885598380874,0.19163957470842236,0.9715288577363754,0.9715904063190046,0.9750170592121847,0.9696983286707289,0.972350420667756,0.9952575267529185
9,0.05351660220502068,0.19624924184250356,0.9714149920032377,0.9715064731855012,0.9757613297592824,0.9686942313302946,0.9722149379061589,0.9953854217391902
10,0.05098791887451379,0.19366510722711894,0.9708979853286521,0.9707662106842757,0.9689987035727621,0.9748171221526347,0.9718992047345099,0.9945824433765125
