epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.22976656950847552,0.2877334628559798,0.94265748595691,0.9428189046934952,0.9185339579670144,0.9707449160035367,0.9439180018978862,0.9907181083286452
2,0.11303846898883191,0.21229174290422326,0.9612482204542425,0.9610900326726293,0.9876484680238321,0.9337229879794535,0.9599289879686494,0.9963631915286681
3,0.0743929505027733,0.12464074179232781,0.9787887237201823,0.9787974591758314,0.9770973586021113,0.9803087238432066,0.9787004069029834,0.9979967473809549
4,0.05417010013323163,0.11967561303115473,0.9818403266554665,0.9817817227263025,0.9916580943301455,0.9716430360826912,0.9815485425084116,0.9981209756429522
5,0.04105176963103228,0.09036858806060317,0.9861717701350787,0.9861445890361591,0.9906536812008103,0.9814421629615595,0.9860264089106858,0.9987907168698695
6,0.03041000059014796,0.08486768464555762,0.9871110066352219,0.9870983909478375,0.9891101335858673,0.9849158324912636,0.9870085271291765,0.9988489180891935
7,0.024330314368143775,0.08984643974219617,0.9875272205257971,0.9875237215118875,0.9879781366783597,0.9869183797524315,0.9874479738752459,0.9987103495201411
8,0.019057343142904245,0.09162346275312673,0.9879267884770071,0.9879178104913742,0.9893167272847003,0.9863645872805356,0.9878384516813046,0.9985828925469731
9,0.017609388505598716,0.09387487847101926,0.9875839606138107,0.9875873121685008,0.9868736138818509,0.9881671429624016,0.987519954831505,0.9984539780475898
10,0.01674275735305728,0.10197225431116616,0.9875566207212577,0.9875344560912365,0.9912020676685499,0.9836998968464485,0.9874367327990311,0.9984542368086061
