epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.36520185377710473,0.42111946007442613,0.9062556403073035,0.9063053266561092,0.9166886582488117,0.8946090561241101,0.9055142827247044,0.970545085321729
2,0.2045064900417742,0.32403816212198483,0.9339961430107274,0.9338338627703667,0.903782027626472,0.9720349711005243,0.9366667832749795,0.9867753210539697
3,0.14484346397110076,0.286809190616033,0.9522754798021413,0.9522241982044441,0.9420289993365001,0.9642959936652975,0.953032450722173,0.990447759727302
4,0.11635081188197388,0.3209959054779972,0.944699974888371,0.9445185330878259,0.9102312745542154,0.9872303128019858,0.9471684822377561,0.9917857096203726
5,0.09747219397006465,0.2908554624450771,0.9599583957854316,0.9600067628434975,0.9709663293402039,0.9486210561136912,0.9596636358096768,0.9916387781774488
6,0.07809488690450705,0.21710187564450323,0.964584919158865,0.9645654427379673,0.9606665765143253,0.9691502329930688,0.9648897572771867,0.9948839688684792
7,0.06301951050606115,0.2238122838812545,0.9649774518497592,0.9649778602061816,0.9653525690932225,0.9648817322494185,0.9651170932463402,0.9921669534821063
8,0.05259164737790455,0.24180583324459737,0.9648108584253439,0.9648152093110753,0.9660490634128734,0.9637910017008885,0.9649187115037048,0.9921590488130498
9,0.048702198144551186,0.23223990792010402,0.9666811516297709,0.9667061855662513,0.9725005561185398,0.9608131445077973,0.9666215235086995,0.9931743847991761
10,0.04588110187190449,0.2336345656188352,0.9666428956324076,0.9666510410689674,0.9687060787428553,0.9647335882495435,0.9667157525101234,0.9933269638957992
