epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.5762632712586605,0.5778669110205149,0.8067193755879486,0.8029947007386771,0.7562253191609721,0.9224964277868486,0.8311266078447366,0.8316081218638818
2,0.36877966439604976,0.38501647327317595,0.9235900167710204,0.9231915603264973,0.9174864588453155,0.9359755576419405,0.9266387897974796,0.9786389676602307
3,0.23297679198469742,0.384958147829103,0.9293678258842976,0.9284567745846279,0.9100303139500118,0.9576867632804977,0.933250540436495,0.9805042167361795
4,0.20566993333169423,0.37781459136474255,0.9366082847143475,0.9366165624794923,0.9404388794464505,0.9363509803089861,0.9383904778823947,0.9836028317361936
5,0.17696736901051985,0.32814863224390467,0.942784315799163,0.9423330759337335,0.9338439199209095,0.9568105660272241,0.9451877497886929,0.9863291039743667
6,0.1525288060266937,0.31022321987013285,0.9445936144780452,0.9449001548829322,0.9564967642622758,0.9350651735016172,0.9456595578212346,0.9877387192770283
7,0.132610579344111,0.31996656748231667,0.9471213447629567,0.9466060615526957,0.9361425091209603,0.9631383055839216,0.9494485523563215,0.9863982715394349
8,0.12949351266283413,0.3253564737422671,0.9480682643854423,0.9478281159883561,0.9443984892777767,0.9555329893963672,0.9499331126096656,0.9881294520452897
9,0.12542452682790003,0.31752842621338245,0.9478714382798378,0.9478168169485509,0.9493372845407323,0.949569276877699,0.9494532665377852,0.9870982604836328
10,0.12206873724646122,0.3352706664861376,0.9466983155210604,0.9465870527662348,0.9466591480072083,0.9501567848625528,0.948404741698268,0.9873195710662463
