epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.25630437856157795,0.27903872741563884,0.9444715009090842,0.9446176048162263,0.9223989813389372,0.9698940965643552,0.9455504933399445,0.9907056788471129
2,0.1109951305322707,0.19453579042016006,0.9660313281157307,0.9659788043787093,0.9743163498036714,0.9568920124415814,0.9655255755359783,0.9952440487501797
3,0.08366731637259173,0.1439370030574418,0.9760250072372227,0.9760173236702123,0.9770281805237483,0.9746880394509705,0.9758567070528076,0.9974644144147633
4,0.06499873870568895,0.1240492691750537,0.9808066759569977,0.9807819954072741,0.9847504297947507,0.976512173171656,0.9806139991413126,0.9984098728124833
5,0.05124700859965813,0.10728713414092815,0.9816743578101244,0.9816885071426644,0.9791065722225044,0.9841363916256157,0.9816150387370237,0.9984418475863037
6,0.04076742060974598,0.10609564601449903,0.9835421368572231,0.9835634547394134,0.979795145295681,0.9872515236200581,0.9835092022111378,0.9983965714800309
7,0.0316229334174692,0.10135197269414323,0.9848947747709564,0.9848845349723514,0.9864550084750674,0.9831130136625826,0.9847811756934531,0.9983000387090399
8,0.025719659088777304,0.09935187024710712,0.9852611489530979,0.9852327731407489,0.9899295422702202,0.9803236574249505,0.9851031833081084,0.998370942060808
9,0.02408356376268848,0.09536545239636744,0.9859762375781721,0.9859611603141623,0.9883775835278944,0.98335274041093,0.9858587592052909,0.9983325699994021
10,0.02273320235342487,0.10125355181302834,0.986121243659009,0.9861093206199845,0.9879866084730001,0.984046592775041,0.9860126646548669,0.9980188820724016
