epoch,train_loss,val_loss,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_auc
1,0.34915403794100947,0.40586437673486747,0.9071971629090776,0.9072461210350082,0.9174998799372472,0.8957212756924022,0.9064797863773376,0.9724644028259096
2,0.18355258722888662,0.3945244731739121,0.9358213137567258,0.935716587516626,0.9158995658693373,0.9603693636905893,0.9376074713178035,0.9828899493720842
3,0.1554150101225427,0.33456412154145776,0.9375688280978203,0.9374984055906228,0.9240569238803297,0.9540760112211754,0.9388265629124984,0.9814109238683638
4,0.13115076511622745,0.25057397530891834,0.9526071952664579,0.9525727414856693,0.9457860386516324,0.9606832336155992,0.9531764326207077,0.9917953165121001
5,0.10083367026232659,0.21773255793617927,0.9599919106549165,0.9600533275468475,0.9739683050708198,0.9455956626041566,0.9595722990199731,0.994554616689675
6,0.08134952457661325,0.2052527047843168,0.9647779975045319,0.9648089261647168,0.9719100640869721,0.9575282548050751,0.9646655592774679,0.9954741798995381
7,0.06337347309164544,0.1917999617349794,0.9659869851135124,0.9659997802932739,0.9690795860720851,0.9629877681894785,0.96602407336489,0.994999573457179
8,0.052861197095443596,0.19589626891565187,0.967332484507956,0.9673279619470581,0.966610323890258,0.9683925822508511,0.9675006322850007,0.9951043874797354
9,0.04935133872870752,0.20310716164487821,0.9664866018995901,0.9664843365244411,0.9662653840110068,0.9670176105772862,0.9666413509511619,0.9944272557842689
10,0.04378692890022029,0.21600728731783891,0.9669278537666136,0.9669210368680783,0.9657097444008556,0.9685257490551343,0.9671156968529306,0.9939964997232461
